State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
VIC,MARYSVILLE,HOUSING,-37.517973206917716,145.79514285334812,1,0,0
VIC,MAUDE,FAMILY VIOLENCE|HOUSING|LAW,-37.94661826131494,144.18831108577672,1,0,0
VIC,MCCRAE,HOUSING,-38.355947766303174,144.93251838811435,1,0,0
VIC,MCKINNON,HOUSING,-37.91074212744174,145.03865192010565,25,6,4.166666666666667
VIC,MCMAHONS CREEK,HOUSING,-37.71023609665365,145.8470902161268,1,0,0
VIC,MEAD,HOUSING,-35.810792384550844,144.1150099470824,1,0,0
VIC,MEADOW HEIGHTS,HOUSING,-37.65119366487869,144.91820375920545,40,3,13.333333333333334
VIC,MELBOURNE,HOUSING|SUPPORT & COUNSELLING,-37.825054366180964,144.97150798476227,18264,181,100.9060773480663
VIC,MELBOURNE AIRPORT,FAMILY VIOLENCE|HOUSING|LAW,-37.673759999329945,144.838021967235,26,0,0
VIC,MELTON,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.67564175384715,144.611756407399,192,16,12
VIC,MELTON SOUTH,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.706886223288244,144.5707659174379,21,14,1.5
VIC,MELTON WEST,FAMILY VIOLENCE|HOUSING|LAW,-37.67914839102902,144.54112395556268,26,0,0
VIC,MENTONE,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.98158789210357,145.0694069766498,12,20,0.6
VIC,MERBEIN,HOUSING,-34.161336732546495,142.04750164043233,2,0,0
VIC,MEREDITH,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.86230760888775,144.04166581378806,1,1,1
VIC,MERINGUR,HOUSING,-34.396372475123556,141.28387806818768,4,0,0
VIC,MERINO,HOUSING,-37.728382633605285,141.5481024932975,1,0,0
VIC,MERNDA,FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.59166012529972,145.08366976282448,174,1,174
VIC,MERRIANG,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-36.56462792227695,146.68647731004685,1,0,0
VIC,MERRICKS BEACH,FAMILY VIOLENCE|HOUSING|LAW,-38.393924789025206,145.1069924698,2,0,0
VIC,METUNG,DISABILITIES|HOUSING,-37.86862498478055,147.84352642040423,1,0,0
VIC,MICKLEHAM,HOUSING,-37.53983242898861,144.9006252791555,5,0,0
VIC,MIDDLE PARK,HOUSING,-37.852658236086235,144.95866748630186,2,0,0
VIC,MIEPOLL,FAMILY VIOLENCE|HOUSING|LAW,-36.6583965,145.4762626,1,0,0
VIC,MILDURA,HOUSING,-34.20802391086078,142.12454100437242,141,49,2.877551020408163
VIC,MILL PARK,HOUSING,-37.66420052631898,145.06425460500725,89,4,22.25
VIC,MILLGROVE,HOUSING,-37.74484846618948,145.65070371000007,4,0,0
VIC,MINERS REST,HOUSING,-37.48006864321534,143.79750723065214,7,0,0
VIC,MINYIP,HOUSING,-36.45747707493128,142.6381544498687,0,3,0
VIC,MIRAM,HOUSING|LAW,-36.37406798753007,141.37921973222956,1,0,0
VIC,MIRBOO NORTH,HOUSING,-38.39506569383158,146.14984477322287,2,2,1
VIC,MITCHAM,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.81817954688096,145.19900241911458,33,7,4.714285714285714
VIC,MITCHELL PARK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.5069136824277,143.77979590003656,25,0,0
VIC,MODELLA,DISABILITIES|HOUSING,-38.17786480305112,145.72235896453478,1,0,0
VIC,MOE,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.17860858318465,146.25032835561942,37,14,2.642857142857143
VIC,MONBULK,HOUSING,-37.87400086194608,145.42781699733098,19,0,0
VIC,MONT ALBERT,HOUSING,-37.81768352997227,145.10777821059872,39,4,9.75
VIC,MONT ALBERT NORTH,DISABILITIES|HOUSING,-37.80332137291783,145.11080631676555,2,5,0.4
VIC,MONTMORENCY,HOUSING|SUPPORT & COUNSELLING,-37.71891444543149,145.12512204697882,12,0,0
VIC,MONTROSE,HOUSING,-37.81262218146603,145.34714834909315,8,4,2
VIC,MOOLAP,HOUSING|SUPPORT & COUNSELLING,-38.17988325854109,144.42481882264119,6,3,2
VIC,MOONEE PONDS,HOUSING,-37.76562541153412,144.9214379948747,51,19,2.6842105263157894
VIC,MOORABBIN,DISABILITIES|HEALTH|HOUSING,-37.94145787908693,145.0577811597877,23,14,1.6428571428571428
VIC,MOORABBIN AIRPORT,HOUSING,-37.97743432629335,145.0997687323861,16,0,0
VIC,MOORILIM,FAMILY VIOLENCE|HOUSING|LAW,-36.63069451117525,145.3045028080709,1,0,0
VIC,MOOROODUC,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.24708134405837,145.1189630219126,0,1,0
VIC,MOOROOLBARK,ALCOHOL & OTHER DRUGS|EMPLOYMENT|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.781325699911285,145.32560803766742,68,7,9.714285714285714
VIC,MOOROOPNA,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-36.397701409565315,145.34510481907807,10,17,0.5882352941176471
VIC,MOOROOPNA NORTH WEST,HOUSING,-36.34723454811577,145.2512803243967,1,0,0
VIC,MORDIALLOC,HOUSING,-37.9993972842282,145.0960746059592,14,9,1.5555555555555556
VIC,MORNINGTON,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.23029401888479,145.0600768566198,153,33,4.636363636363637
VIC,MORTLAKE,HOUSING,-38.05771008278687,142.80892796985458,0,2,0
VIC,MORWELL,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.22758748514142,146.41461518599803,72,95,0.7578947368421053
VIC,MOUNT BEAUTY,EMPLOYMENT|HEALTH|HOUSING|LAW,-36.75130170240137,147.2253957626287,2,3,0.6666666666666666
VIC,MOUNT CLEAR,HOUSING,-37.609697640908514,143.8701866661607,2,0,0
VIC,MOUNT ELIZA,DISABILITIES|HEALTH|HOUSING,-38.195034539594204,145.0927096834204,12,7,1.7142857142857142
VIC,MOUNT EVELYN,HOUSING,-37.787460574177175,145.388024762257,21,2,10.5
VIC,MOUNT HELEN,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-37.62807822362442,143.88562010393423,0,8,0
VIC,MOUNT MACEDON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.39354839830934,144.59437845514734,4,0,0
VIC,MOUNT MARTHA,HOUSING|SUPPORT & COUNSELLING,-38.275482049532044,145.03064288238625,15,9,1.6666666666666667
VIC,MOUNT WAVERLEY,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.87838193506231,145.12849624320435,68,19,3.5789473684210527
VIC,MOYSTON,FAMILY VIOLENCE|HOUSING|LAW,-37.29095053539647,142.7373037922809,11,0,0
VIC,MUCKATAH,HOUSING,-36.00317308128239,145.65116770646634,7,0,0
VIC,MULGRAVE,HOUSING|SUPPORT & COUNSELLING,-37.92568512555605,145.17597422238538,29,7,4.142857142857143
VIC,MURCHISON,HOUSING,-36.62519571238106,145.179696471489,2,2,1
VIC,MURGHEBOLUC,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.10039836451672,144.13886326749324,21,0,0
VIC,MURRAYVILLE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-35.19764969444992,141.2062710703178,0,2,0
VIC,MURRUMBEENA,HOUSING,-37.89669556224204,145.0701488718951,14,5,2.8
VIC,MURTOA,EMPLOYMENT|HEALTH|HOUSING|LAW,-36.601484952400575,142.47913778305795,2,1,2
VIC,MYRTLEFORD,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.57231858279276,146.73952460890422,0,4,0
VIC,NAGAMBIE,HOUSING,-36.783307411134764,145.21534825407497,7,2,3.5
VIC,NAMBROK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.0767743,146.9035059,1,0,0
VIC,NANGANA,HOUSING,-37.87760804206376,145.53595275204415,9,0,0
VIC,NAR NAR GOON,FAMILY VIOLENCE|HOUSING|LAW,-38.10594565056662,145.56895429390113,1,0,0
VIC,NARBETHONG,HOUSING,-37.53043242079238,145.63294009308615,1,0,0
VIC,NARRACAN,HOUSING,-38.27104731816126,146.23665669522245,3,0,0
VIC,NARRE WARREN,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.0191344229953,145.30600021071572,71,21,3.380952380952381
VIC,NARRE WARREN NORTH,HOUSING,-37.98192494870831,145.31325741504105,17,4,4.25
VIC,NARRE WARREN SOUTH,HOUSING,-38.0553141180892,145.30251091613354,90,3,30
VIC,NATHALIA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-36.057511430775264,145.1953867849674,0,4,0
VIC,NATIMUK,HOUSING,-36.73535600442408,141.93594740126366,0,4,0
VIC,NEERIM,FAMILY VIOLENCE|HOUSING|LAW,-37.95509469094424,145.9608473879943,1,0,0
VIC,NEERIM SOUTH,HOUSING,-38.01311663405381,145.98379334817912,0,3,0
VIC,NEW GISBORNE,HOUSING,-37.473517699999995,144.61134869999998,3,0,0
VIC,NEWBOROUGH,EMPLOYMENT|HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.17601225597928,146.2930200631808,10,3,3.3333333333333335
VIC,NEWCOMB,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING,-38.16313589753541,144.39534228002958,4,6,0.6666666666666666
VIC,NEWFIELD,HOUSING|SUPPORT & COUNSELLING,-38.562554017659316,143.0105041003759,3,0,0
VIC,NEWHAVEN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.51569638638525,145.33235848804918,3,0,0
VIC,NEWPORT,HOUSING,-37.843600204831844,144.8804535899432,15,5,3
VIC,NEWSTEAD,FAMILY VIOLENCE|HOUSING|LAW,-37.1056935220758,144.05398454507858,1,0,0
VIC,NEWTOWN,DISABILITIES|HOUSING,-38.15398944123153,144.33504948880434,172,6,28.666666666666668
VIC,NHILL,HOUSING,-36.30080143025117,141.59117956855556,1,7,0.14285714285714285
VIC,NICHOLS POINT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.21197340979786,142.21454443801886,3,0,0
VIC,NIDDRIE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.7394718634236,144.88465637442843,31,0,0
VIC,NILMA,HOUSING,-38.1761025,145.973293,2,0,0
VIC,NINTINGBOOL,HOUSING,-37.61049577112896,143.72100825800797,3,0,0
VIC,NOBLE PARK,HOUSING,-37.96950905755126,145.176899877744,41,31,1.3225806451612903
VIC,NOBLE PARK NORTH,HOUSING,-37.951280279386445,145.19059412454544,70,0,0
VIC,NOORINBEE,HOUSING,-37.51546374735626,149.2153003768029,1,0,0
VIC,NORLANE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.091868712204864,144.35369472231463,28,7,4
VIC,NORTH BENDIGO,HOUSING|SUPPORT & COUNSELLING,-36.73746156471914,144.28043523649112,0,1,0
VIC,NORTH GEELONG,HEALTH|HOUSING,-38.11574043737251,144.34916776914915,0,20,0
VIC,NORTH MELBOURNE,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.79845195997144,144.94481555376348,134,44,3.0454545454545454
VIC,NORTH SHORE,DISABILITIES|FAMILY VIOLENCE|HOUSING|LAW,-38.09501561348256,144.37336487425134,96,0,0
VIC,NORTH WARRANDYTE,HOUSING,-37.72781915034887,145.21246447241418,4,0,0
VIC,NORTHCOTE,DISABILITIES|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.77253000287411,145.00055850040405,166,27,6.148148148148148
VIC,NOTTING HILL,HOUSING,-37.90475520147136,145.14175132957917,41,8,5.125
VIC,NOWA NOWA,HOUSING,-37.693291021037936,148.02013774099095,3,0,0
VIC,NULLA VALE,HOUSING,-37.172010768132466,144.76464210472486,3,0,0
VIC,NULLAWIL,HOUSING,-35.85775076172122,143.1406671183026,1,0,0
VIC,NUMURKAH,HOUSING,-36.08611012080302,145.43430726584774,2,5,0.4
VIC,NUNAWADING,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.81736174830048,145.1765273700734,63,20,3.15
VIC,NUNNIONG,HOUSING,-37.22423642089587,147.95416017082312,1,0,0
VIC,NURRAN,FAMILY VIOLENCE|HOUSING|LAW,-37.495850264305076,148.58121156313612,4,0,0
VIC,NUTFIELD,EMPLOYMENT|HEALTH|HOUSING|MENTAL HEALTH,-37.60212193335936,145.18550212372568,0,1,0
VIC,NYAH WEST,HEALTH|HOUSING|SUPPORT & COUNSELLING,-35.18352968836624,143.3357712185915,0,2,0
VIC,NYERIMILANG,HOUSING|SUPPORT & COUNSELLING,-37.889585756462125,147.91913986699134,12,0,0
VIC,NYORA,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING,-38.308661535132025,145.6836670358404,1,1,1
VIC,OAK PARK,DISABILITIES|HOUSING,-37.71750681587195,144.91698884805103,92,0,0
VIC,OAKLEIGH,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.9006842945304,145.09567529753423,76,20,3.8
VIC,OAKLEIGH EAST,HOUSING,-37.90390778243318,145.11532478466341,2,15,0.13333333333333333
VIC,OAKLEIGH SOUTH,HOUSING,-37.92439290085053,145.09428182981344,22,0,0
VIC,OAKVALE,HOUSING,-35.930070452214,143.54325627479633,12,0,0
VIC,OCEAN GROVE,DISABILITIES|HOUSING,-38.25954706059801,144.53820522720358,20,5,4
VIC,OFFICER,HOUSING,-38.054242287872356,145.41253513067196,23,2,11.5
VIC,OLINDA,HOUSING,-37.8525679639755,145.379874819816,2,0,0
VIC,OMEO,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.11043586098264,147.58555327856533,0,3,0
VIC,OMEO VALLEY,FAMILY VIOLENCE|HOUSING|LAW,-36.947119279833224,147.61572086979334,1,0,0
VIC,ORBOST,HOUSING|SUPPORT & COUNSELLING,-37.65151546181308,148.51472482491832,0,19,0
VIC,ORMOND,HOUSING,-37.90391500129681,145.04175385470876,2,8,0.25
VIC,OUYEN,EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-35.04882774583277,142.29542681931827,2,7,0.2857142857142857
VIC,PAARATTE,HOUSING,-38.553748971117415,142.96789132078192,3,0,0
VIC,PAKENHAM,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.073585542865665,145.4851599614286,74,36,2.0555555555555554
VIC,PAKENHAM SOUTH,HOUSING|SUPPORT & COUNSELLING,-38.13754017952611,145.50210923977414,1,0,0
VIC,PAKENHAM UPPER,HOUSING|SUPPORT & COUNSELLING,-38.00780890667996,145.5077501535475,1,0,0
VIC,PARK ORCHARDS,HOUSING,-37.77700401079543,145.21476051794443,1,1,1
VIC,PARKDALE,HOUSING,-37.99182168432291,145.08128976848116,2,2,1
VIC,PARKVILLE,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING,-37.786847386872196,144.95129801734984,840,18,46.666666666666664
VIC,PASCOE VALE,HOUSING,-37.72501396742509,144.9381735054941,24,6,4
VIC,PASCOE VALE SOUTH,HOUSING,-37.74314096277649,144.9383641833505,73,2,36.5
VIC,PATCHEWOLLOCK,HOUSING|SUPPORT & COUNSELLING,-35.435334113891116,142.18758809131333,1,0,0
VIC,PATTERSON LAKES,DISABILITIES|HOUSING,-38.06950596569825,145.14327512467105,26,3,8.666666666666666
VIC,PAYNESVILLE,HOUSING,-37.911257877083585,147.7123328570592,0,2,0
VIC,PEARCEDALE,HOUSING,-38.19777190765259,145.24774897576972,1,0,0
VIC,PENSHURST,HOUSING,-37.86896268972226,142.31684803232537,0,2,0
VIC,PERRY BRIDGE,HOUSING,-37.99124204478538,147.27455043533917,1,0,0
VIC,PETERBOROUGH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.588002848007235,142.88219448160032,1,0,0
VIC,PETTICOAT CREEK,HOUSING,-38.713495373765106,143.7311790352916,2,0,0
VIC,PHEASANT CREEK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.47119185070029,145.29254714383606,11,0,0
VIC,PLENTY,HOUSING,-37.66741898883592,145.11235608712678,1,0,0
VIC,POINT COOK,HOUSING|SUPPORT & COUNSELLING,-37.9056105133885,144.75160666600732,35,0,0
VIC,POINT LONSDALE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.2682122907743,144.6018979305745,0,8,0
VIC,POINT WILSON,FAMILY VIOLENCE|HOUSING|LAW,-38.025781658286974,144.52682580859442,19,0,0
VIC,POMBORNEIT,DISABILITIES|HOUSING,-38.29219303697065,143.28830923866434,9,0,0
VIC,PORT ALBERT,FAMILY VIOLENCE|HOUSING|LAW,-38.69858220590771,146.66027929698592,1,0,0
VIC,PORT FAIRY,DISABILITIES|FOOD|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.335249407609496,142.17989244569767,4,5,0.8
VIC,PORT FRANKLIN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.68558193500325,146.26841469195375,3,0,0
VIC,PORT MELBOURNE,FAMILY VIOLENCE|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.8330177539264,144.92163246578224,65,7,9.285714285714286
VIC,PORTARLINGTON,HOUSING|SUPPORT & COUNSELLING,-38.13767104284757,144.66362445750045,5,5,1
VIC,PORTLAND,DISABILITIES|HOUSING,-38.36090008296141,141.6041219296658,1,21,0.047619047619047616
VIC,POUND CREEK,HOUSING,-38.6168817529399,145.8453938888987,10,0,0
VIC,PRAHRAN,HOUSING,-37.85176286906878,145.00034092188164,60,25,2.4
VIC,PRESTON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.7416859579475,145.0080364805396,339,50,6.78
VIC,PRINCES HILL,HOUSING,-37.78181847844338,144.96658717290748,5,0,0
VIC,PRINCETOWN,HOUSING,-38.65134590285431,143.1720122157163,1,0,0
VIC,PUCKAPUNYAL,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.93564829686964,144.9486555240644,0,1,0
VIC,PYRAMID HILL,HOUSING,-36.04940363750177,144.13197200819658,3,5,0.6
VIC,QUAMBATOOK,HOUSING|SUPPORT & COUNSELLING,-35.84675995748255,143.5295420141868,0,3,0
VIC,QUANDONG,HOUSING,-37.84386594352194,144.5029676039154,421,0,0
VIC,QUEENSCLIFF,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.26687100012474,144.64645389948205,3,5,0.6
VIC,QUEENSFERRY,FAMILY VIOLENCE|HOUSING|LAW,-38.41876640949989,145.50111131726234,1,0,0
VIC,RAINBOW,HOUSING,-35.905627098492275,141.96319172642302,0,2,0
VIC,RAVENHALL,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.77548873158245,144.73658266913003,6,4,1.5
VIC,RAYMOND ISLAND,HOUSING,-37.916667,147.733333,3,0,0
VIC,RED CLIFFS,EMPLOYMENT|HEALTH|HOUSING|LAW,-34.342758603503974,142.24713390925902,3,3,1
VIC,RED HILL,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.36347988820861,145.01607515100054,3,0,0
VIC,RED HILL SOUTH,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.38774156983165,145.03939588683258,2,1,2
VIC,REDAN,HOUSING,-37.576440250392494,143.83845013056606,0,1,0
VIC,REEDY CREEK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.25581504935245,145.1539923091926,3,0,0
VIC,RESEARCH,HOUSING|SUPPORT & COUNSELLING,-37.706815931157564,145.18778210806545,27,0,0
VIC,RESERVOIR,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.71201102234765,145.0068877848062,313,36,8.694444444444445
VIC,RICHMOND,ALCOHOL & OTHER DRUGS|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.82033573454353,145.00245755841075,434,36,12.055555555555555
VIC,RICHMOND PLAINS,HOUSING,-36.39916762312617,143.47855742454047,11,0,0
VIC,RIDDELLS CREEK,HOUSING,-37.44378691487963,144.68320640029168,2,0,0
VIC,RINGWOOD,HOUSING,-37.811520450647016,145.23340671584052,134,70,1.9142857142857144
VIC,RINGWOOD EAST,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.81331120483633,145.25347407340928,49,4,12.25
VIC,RINGWOOD NORTH,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.7930537905594,145.23119362319093,3,6,0.5
VIC,RIPPLESIDE,HOUSING|SUPPORT & COUNSELLING,-38.12380499227045,144.35573770365974,31,5,6.2
VIC,RIPPONLEA,FAMILY VIOLENCE|HOUSING|LAW,-37.877771755720055,144.99527650892014,27,0,0
VIC,ROBINVALE,HOUSING,-34.61906009423936,142.7540340801218,0,14,0
VIC,ROCHESTER,HOUSING,-36.3613993583751,144.6805471879529,3,4,0.75
VIC,ROCKBANK,HOUSING,-37.733892889830805,144.64905512930568,7,0,0
VIC,ROKEWOOD,HOUSING,-37.92721170270934,143.74824680204617,1,0,0
VIC,ROMSEY,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.352602385696564,144.72896429836223,3,3,1
VIC,ROSANNA,HOUSING,-37.73964188879249,145.06968249385906,38,9,4.222222222222222
VIC,ROSEBUD,HOUSING,-38.37372183723698,144.91359555672696,108,25,4.32
VIC,ROSEDALE,HOUSING|SUPPORT & COUNSELLING,-38.18327307177809,146.8291925065209,2,0,0
VIC,ROSS CREEK,HOUSING,-37.646186146178394,143.76418316271287,1,0,0
VIC,ROWVILLE,HOUSING,-37.92435575702472,145.24393127296017,39,3,13
VIC,ROXBURGH PARK,DISABILITIES|HOUSING|MENTAL HEALTH,-37.625768752100846,144.92539534009353,21,2,10.5
VIC,RUPANYUP,HOUSING,-36.633959320743884,142.67528971186977,0,3,0
VIC,RUSHWORTH,HOUSING,-36.58127484104903,144.99879086523651,0,4,0
VIC,RUTHERGLEN,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.05890306758938,146.49340582454786,2,3,0.6666666666666666
VIC,RYANSTON,HOUSING,-38.508340476739576,145.5890483771313,1,0,0
VIC,RYE,FAMILY VIOLENCE|HOUSING|LAW,-38.38526091467555,144.81216193335231,45,0,0
VIC,RYTHDALE,HOUSING,-38.139558676535025,145.4625995897432,72,0,0
VIC,SAFETY BEACH,HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.315380772476075,145.0001390093684,23,6,3.8333333333333335
VIC,SALE,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.10260284495819,147.0730400639481,53,44,1.2045454545454546
VIC,SAN REMO,HOUSING|SUPPORT & COUNSELLING,-38.528025548122955,145.4107963346572,2,5,0.4
VIC,SANDHURST,HOUSING|SUPPORT & COUNSELLING,-38.082094379205316,145.2086870653568,3,0,0
VIC,SANDRINGHAM,HOUSING,-37.95362390859458,145.0146271629045,24,17,1.411764705882353
VIC,SASSAFRAS,FAMILY VIOLENCE|HOUSING|LAW,-37.86353385265142,145.3476776448756,6,0,0
VIC,SCORESBY,HOUSING,-37.901743049926104,145.21884615864488,20,2,10
VIC,SEA LAKE,HOUSING,-35.4965940426848,142.89443568182062,1,2,0.5
VIC,SEABROOK,HOUSING,-37.8810626,144.7634646,3,0,0
VIC,SEAFORD,HOUSING,-38.104707674652396,145.13849728785345,61,4,15.25
VIC,SEBASTOPOL,HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.60020055089871,143.8356358832276,6,12,0.5
VIC,SEDDON,HOUSING|SUPPORT & COUNSELLING,-37.80663988811221,144.89166934872233,200,1,200
VIC,SELBY,HOUSING,-37.918573594337325,145.37857270601705,7,0,0
VIC,SERPENTINE,HOUSING,-36.42490364982127,143.98283780270222,1,0,0
VIC,SEVILLE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.79264411544177,145.4755388776567,3,0,0
VIC,SEVILLE EAST,HOUSING,-37.778585818178875,145.5031951771805,3,0,0
VIC,SEYMOUR,HOUSING|SUPPORT & COUNSELLING,-37.01608637435012,145.16198568829063,32,27,1.1851851851851851
VIC,SHEEP HILLS,FAMILY VIOLENCE|HOUSING|LAW,-36.34316007831031,142.54430265004655,1,0,0
VIC,SHEPPARTON,HOUSING,-36.37264057136608,145.39781591133266,92,96,0.9583333333333334
VIC,SHEPPARTON EAST,HOUSING,-36.397111445116046,145.4830468803346,5,0,0
VIC,SHEPPARTON NORTH,HOUSING,-36.31946247277983,145.39040786075554,3,0,0
VIC,SHERBROOKE,HOUSING,-37.8884200263023,145.3593008874807,1,0,0
VIC,SHOREHAM,HOUSING,-38.42178918741641,145.0327457102892,0,2,0
VIC,SILVAN,FAMILY VIOLENCE|HOUSING|LAW,-37.83652651218033,145.43345656703724,12,0,0
VIC,SILVERLEAVES,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.45310321984609,145.27389270658452,0,1,0
VIC,SIMPSON,EMPLOYMENT|HEALTH|HOUSING|LAW,-38.50353944226706,143.25188721133327,0,1,0
VIC,SKIPTON,HOUSING,-37.69428913281825,143.3390128396984,0,3,0
VIC,SKYE,FAMILY VIOLENCE|HOUSING|LAW,-38.11894168687689,145.19054636527972,5,0,0
VIC,SMYTHES CREEK,HOUSING,-37.60459488670466,143.76726922656786,0,1,0
VIC,SOLDIERS HILL,HOUSING|SUPPORT & COUNSELLING,-37.54945645196371,143.8587125058397,1,3,0.3333333333333333
VIC,SOMERS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.38140108359722,145.16097005228116,1,0,0
VIC,SOMERTON,HOUSING,-37.63461328514488,144.95072914386085,1,0,0
VIC,SOMERVILLE,HOUSING|SUPPORT & COUNSELLING,-38.23213352116942,145.20066554162585,14,3,4.666666666666667
VIC,SORRENTO,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.34462724641237,144.74196288717232,0,3,0
VIC,SOUTH GEELONG,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.16675915097469,144.3612160325702,2,1,2
VIC,SOUTH KINGSVILLE,HOUSING,-37.830694492959964,144.8714025381316,40,0,0
VIC,SOUTH MELBOURNE,HOUSING,-37.83394153383096,144.957465828143,107,38,2.8157894736842106
VIC,SOUTH MORANG,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.63231111751888,145.08469559913493,87,11,7.909090909090909
VIC,SOUTH WHARF,HOUSING,-37.823451999999996,144.9556877,1,0,0
VIC,SOUTH YARRA,HOUSING|SUPPORT & COUNSELLING,-37.839232502486674,144.9918590936351,53,10,5.3
VIC,SOUTHBANK,FOOD|HOUSING,-37.82587377994518,144.96227210763172,62,1,62
VIC,SOUTHERN CROSS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.28739244379384,142.40601220282795,1,0,0
VIC,SPRING GULLY,HOUSING,-36.80020858479561,144.28608774646918,0,1,0
VIC,SPRING HILL,HOUSING,-37.303050442230315,144.34788170558514,1,0,0
VIC,SPRINGFIELD,HOUSING,-37.33135501705086,144.82026392548897,4,0,0
VIC,SPRINGVALE,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.94570898390416,145.15796747164057,48,26,1.8461538461538463
VIC,SPRINGVALE SOUTH,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.970770815459744,145.14801456247656,55,5,11
VIC,ST ALBANS,EMPLOYMENT|HEALTH|HOUSING,-37.74537514218451,144.8052787161319,300,24,12.5
